G1;G2;|G1|;|G2|;Coeff Vars;Coeff Lits;
 [f('$VAR'(7)),f('$VAR'(10)),f('$VAR'(4))]; [f('$VAR'(12)),g('$VAR'(15),'$VAR'(16)),h('$VAR'(13),'$VAR'(12),'$VAR'(12)),f('$VAR'(16)),i('$VAR'(14),'$VAR'(15)),f('$VAR'(15)),f('$VAR'(16)),h('$VAR'(11),'$VAR'(11),'$VAR'(13))];3;8;6;24;
 [h('$VAR'(8),'$VAR'(3),'$VAR'(7)),g('$VAR'(6),'$VAR'(5)),f('$VAR'(2))]; [i('$VAR'(17),R),g('$VAR'(12),'$VAR'(15)),g(T,'$VAR'(13)),g('$VAR'(12),'$VAR'(14)),g(S,'$VAR'(13)),f('$VAR'(12)),g('$VAR'(15),'$VAR'(12)),g('$VAR'(13),R),i('$VAR'(12),T),i('$VAR'(12),'$VAR'(14)),f('$VAR'(15)),f('$VAR'(16)),g('$VAR'(11),S),h('$VAR'(16),'$VAR'(12),'$VAR'(15))];3;14;60480;21;
 [h('$VAR'(7),'$VAR'(8),'$VAR'(1)),f('$VAR'(6)),g('$VAR'(4),'$VAR'(9)),f('$VAR'(10)),i('$VAR'(2),'$VAR'(2)),g('$VAR'(2),'$VAR'(1)),h('$VAR'(7),'$VAR'(6),'$VAR'(3)),g('$VAR'(4),'$VAR'(6)),i('$VAR'(1),'$VAR'(1)),g('$VAR'(10),'$VAR'(2)),g('$VAR'(3),'$VAR'(7)),h('$VAR'(7),'$VAR'(4),'$VAR'(5)),f('$VAR'(2)),h('$VAR'(6),'$VAR'(3),'$VAR'(6)),g('$VAR'(4),'$VAR'(5)),f('$VAR'(8)),g('$VAR'(2),'$VAR'(4)),i('$VAR'(9),'$VAR'(4))]; [g('$VAR'(14),'$VAR'(12)),i('$VAR'(13),'$VAR'(11)),h('$VAR'(13),'$VAR'(11),'$VAR'(14))];18;3;5040;21;
 [h('$VAR'(5),'$VAR'(5),'$VAR'(4)),h('$VAR'(2),'$VAR'(2),'$VAR'(8)),h('$VAR'(1),'$VAR'(9),'$VAR'(6)),h('$VAR'(10),'$VAR'(4),'$VAR'(7)),g('$VAR'(8),'$VAR'(2)),f('$VAR'(2)),f('$VAR'(3)),i('$VAR'(8),'$VAR'(5)),h('$VAR'(9),'$VAR'(2),'$VAR'(6)),h('$VAR'(10),'$VAR'(1),'$VAR'(5)),h('$VAR'(4),'$VAR'(5),'$VAR'(5)),h('$VAR'(9),'$VAR'(6),'$VAR'(3))]; [f('$VAR'(12)),h('$VAR'(13),R,'$VAR'(11)),g('$VAR'(15),'$VAR'(16)),f('$VAR'(16)),i('$VAR'(13),'$VAR'(15)),i('$VAR'(14),'$VAR'(17))];12;6;1814400;20;
 [g('$VAR'(2),'$VAR'(10)),g('$VAR'(9),'$VAR'(3)),h('$VAR'(6),'$VAR'(8),'$VAR'(2)),g('$VAR'(5),'$VAR'(8)),h('$VAR'(3),'$VAR'(4),'$VAR'(2)),h('$VAR'(5),'$VAR'(3),'$VAR'(8)),g('$VAR'(2),'$VAR'(9)),i('$VAR'(2),'$VAR'(4)),h('$VAR'(2),'$VAR'(5),'$VAR'(1)),g('$VAR'(1),'$VAR'(9)),f('$VAR'(4)),h('$VAR'(3),'$VAR'(2),'$VAR'(8)),f('$VAR'(2)),i('$VAR'(8),'$VAR'(8)),i('$VAR'(9),'$VAR'(7))]; [f('$VAR'(17)),i('$VAR'(13),'$VAR'(13)),i('$VAR'(14),'$VAR'(12)),g('$VAR'(13),'$VAR'(16)),h('$VAR'(16),'$VAR'(16),R),h('$VAR'(11),'$VAR'(14),'$VAR'(14)),f('$VAR'(11)),h('$VAR'(15),'$VAR'(11),'$VAR'(15))];15;8;60480;20;
 [f('$VAR'(4)),h('$VAR'(7),'$VAR'(9),'$VAR'(2)),g('$VAR'(8),'$VAR'(4)),h('$VAR'(5),'$VAR'(6),'$VAR'(7)),i('$VAR'(2),'$VAR'(5)),f('$VAR'(7)),f('$VAR'(7)),h('$VAR'(3),'$VAR'(5),'$VAR'(5)),i('$VAR'(7),'$VAR'(2)),g('$VAR'(6),'$VAR'(6)),f('$VAR'(9)),g('$VAR'(3),'$VAR'(4)),h('$VAR'(1),'$VAR'(2),'$VAR'(2)),g('$VAR'(4),'$VAR'(3)),i('$VAR'(7),'$VAR'(7)),g('$VAR'(3),'$VAR'(5)),f('$VAR'(7))]; [i('$VAR'(11),'$VAR'(11)),h('$VAR'(13),'$VAR'(11),'$VAR'(17)),h('$VAR'(12),'$VAR'(11),'$VAR'(14)),i('$VAR'(15),R),f(R),i('$VAR'(16),'$VAR'(12))];17;6;20160;20;
 [i('$VAR'(7),'$VAR'(4)),g('$VAR'(5),'$VAR'(7)),h('$VAR'(5),'$VAR'(3),'$VAR'(9)),h('$VAR'(8),'$VAR'(8),'$VAR'(4)),g('$VAR'(5),'$VAR'(6)),h('$VAR'(5),'$VAR'(7),'$VAR'(4)),h('$VAR'(7),'$VAR'(1),'$VAR'(5)),h('$VAR'(9),'$VAR'(7),'$VAR'(6)),i('$VAR'(6),'$VAR'(2)),h('$VAR'(1),'$VAR'(7),'$VAR'(2)),g('$VAR'(8),'$VAR'(9)),f('$VAR'(4)),g('$VAR'(4),'$VAR'(1)),g('$VAR'(1),'$VAR'(5)),g('$VAR'(7),'$VAR'(8))]; [h('$VAR'(12),'$VAR'(14),'$VAR'(13)),h('$VAR'(11),'$VAR'(15),'$VAR'(12))];15;2;6720;20;
 [h('$VAR'(2),'$VAR'(4),'$VAR'(3)),h('$VAR'(2),'$VAR'(7),'$VAR'(6)),h('$VAR'(3),'$VAR'(2),'$VAR'(9)),g('$VAR'(3),'$VAR'(4)),h('$VAR'(6),'$VAR'(7),'$VAR'(1)),h('$VAR'(7),'$VAR'(3),'$VAR'(6)),i('$VAR'(2),'$VAR'(3)),g('$VAR'(2),'$VAR'(7)),f('$VAR'(8)),f('$VAR'(9)),g('$VAR'(10),'$VAR'(4)),i('$VAR'(5),'$VAR'(4)),f('$VAR'(8)),g('$VAR'(6),'$VAR'(3)),f('$VAR'(2)),f('$VAR'(7)),i('$VAR'(2),'$VAR'(3)),f('$VAR'(1))]; [g('$VAR'(12),'$VAR'(13)),h('$VAR'(14),'$VAR'(15),'$VAR'(11))];18;2;6720;20;
 [f('$VAR'(4)),i('$VAR'(9),'$VAR'(5)),h('$VAR'(10),'$VAR'(5),'$VAR'(6)),i('$VAR'(6),'$VAR'(1)),h('$VAR'(8),'$VAR'(6),'$VAR'(3)),i('$VAR'(8),'$VAR'(8)),h('$VAR'(4),'$VAR'(5),'$VAR'(8))]; [h('$VAR'(12),'$VAR'(13),'$VAR'(13)),f('$VAR'(13)),g('$VAR'(14),'$VAR'(17)),i('$VAR'(16),'$VAR'(14)),i('$VAR'(12),'$VAR'(15)),h('$VAR'(11),'$VAR'(17),'$VAR'(11)),i('$VAR'(12),'$VAR'(17)),i('$VAR'(13),'$VAR'(17)),i(R,'$VAR'(14)),g('$VAR'(12),'$VAR'(14)),g(R,'$VAR'(13))];7;11;2520;20;
 [f('$VAR'(3)),h('$VAR'(2),'$VAR'(6),'$VAR'(1))]; [i('$VAR'(17),T),f('$VAR'(12)),i(S,S),i(R,'$VAR'(16)),i('$VAR'(12),'$VAR'(13)),h('$VAR'(11),T,'$VAR'(13)),f('$VAR'(15)),f(S),g('$VAR'(15),T),f(T),h(R,'$VAR'(13),'$VAR'(12)),g('$VAR'(15),'$VAR'(12)),f('$VAR'(16)),i(T,'$VAR'(14)),h(T,'$VAR'(17),'$VAR'(17)),h(R,'$VAR'(12),'$VAR'(16)),h('$VAR'(11),S,'$VAR'(15)),g('$VAR'(13),'$VAR'(14))];2;18;1680;20;
 [i('$VAR'(8),'$VAR'(10)),i('$VAR'(4),'$VAR'(4)),g('$VAR'(6),'$VAR'(8))]; [g('$VAR'(13),'$VAR'(15)),i(R,S),g('$VAR'(17),'$VAR'(16)),h(S,'$VAR'(17),'$VAR'(17)),h('$VAR'(12),'$VAR'(11),'$VAR'(16)),i('$VAR'(17),S),f('$VAR'(14)),g('$VAR'(13),'$VAR'(11)),i(R,'$VAR'(13)),i('$VAR'(11),R),f('$VAR'(13)),h('$VAR'(11),'$VAR'(15),'$VAR'(12)),g('$VAR'(14),'$VAR'(13)),i('$VAR'(13),'$VAR'(17))];3;14;336;20;
 [f('$VAR'(6)),h('$VAR'(3),'$VAR'(6),'$VAR'(8)),f('$VAR'(9)),i('$VAR'(4),'$VAR'(6)),h('$VAR'(1),'$VAR'(1),'$VAR'(8)),i('$VAR'(10),'$VAR'(4)),h('$VAR'(3),'$VAR'(7),'$VAR'(6)),h('$VAR'(7),'$VAR'(5),'$VAR'(7)),g('$VAR'(8),'$VAR'(10)),g('$VAR'(7),'$VAR'(8)),f('$VAR'(2)),i('$VAR'(6),'$VAR'(9))]; [f('$VAR'(12)),i('$VAR'(17),'$VAR'(11)),h('$VAR'(14),'$VAR'(15),'$VAR'(16)),h('$VAR'(17),'$VAR'(11),'$VAR'(13))];12;4;40320;18;
 [h('$VAR'(9),'$VAR'(1),'$VAR'(6)),f('$VAR'(1)),g('$VAR'(4),'$VAR'(3)),g('$VAR'(6),'$VAR'(6))]; [g('$VAR'(11),'$VAR'(16)),h(R,'$VAR'(13),'$VAR'(17)),i('$VAR'(15),R),h(R,'$VAR'(15),'$VAR'(17)),g('$VAR'(12),R),f('$VAR'(14)),i(R,'$VAR'(13)),h('$VAR'(12),'$VAR'(16),'$VAR'(14)),f('$VAR'(16)),f('$VAR'(17))];4;10;6720;18;
 [g('$VAR'(5),'$VAR'(10)),g('$VAR'(9),'$VAR'(10)),f('$VAR'(10)),g('$VAR'(1),'$VAR'(10))]; [g('$VAR'(15),'$VAR'(17)),f('$VAR'(11)),g('$VAR'(12),R),f(R),i('$VAR'(17),'$VAR'(14)),i('$VAR'(13),'$VAR'(16)),i('$VAR'(15),'$VAR'(13)),h('$VAR'(14),'$VAR'(15),'$VAR'(12)),f('$VAR'(17)),i(R,'$VAR'(16)),g('$VAR'(12),'$VAR'(12))];4;11;120;18;
 [i('$VAR'(1),'$VAR'(3)),g('$VAR'(5),'$VAR'(9)),h('$VAR'(8),'$VAR'(7),'$VAR'(3)),g('$VAR'(7),'$VAR'(6))]; [f('$VAR'(11)),h('$VAR'(15),'$VAR'(13),'$VAR'(16)),h('$VAR'(13),R,'$VAR'(17)),g('$VAR'(12),R),i('$VAR'(14),'$VAR'(13)),i('$VAR'(15),'$VAR'(12)),f('$VAR'(16)),i('$VAR'(16),'$VAR'(13)),i(S,R)];4;9;40320;16;
 [i('$VAR'(7),'$VAR'(9)),h('$VAR'(3),'$VAR'(2),'$VAR'(7)),g('$VAR'(7),'$VAR'(4)),f('$VAR'(1))]; [f('$VAR'(17)),g('$VAR'(12),R),i('$VAR'(14),R),f('$VAR'(14)),h('$VAR'(14),'$VAR'(11),'$VAR'(16)),h('$VAR'(12),'$VAR'(13),'$VAR'(14)),g('$VAR'(15),'$VAR'(14)),g('$VAR'(15),'$VAR'(13)),g('$VAR'(14),'$VAR'(11)),h('$VAR'(12),'$VAR'(12),'$VAR'(11))];4;10;20160;16;
 [h('$VAR'(2),'$VAR'(4),'$VAR'(1)),i('$VAR'(8),'$VAR'(9))]; [h('$VAR'(13),R,S),h(R,'$VAR'(16),'$VAR'(11)),i('$VAR'(15),'$VAR'(16)),g('$VAR'(16),'$VAR'(13)),f('$VAR'(15)),f('$VAR'(13)),g(R,'$VAR'(17)),h('$VAR'(15),R,'$VAR'(12)),i(S,'$VAR'(13)),i('$VAR'(14),R),h('$VAR'(12),'$VAR'(14),'$VAR'(15)),i('$VAR'(14),'$VAR'(15)),f('$VAR'(17)),f('$VAR'(11)),g('$VAR'(15),'$VAR'(17)),f('$VAR'(14))];2;16;6720;16;
 [i('$VAR'(8),'$VAR'(6)),i('$VAR'(10),'$VAR'(2)),g('$VAR'(6),'$VAR'(2)),h('$VAR'(2),'$VAR'(1),'$VAR'(10)),f('$VAR'(9)),g('$VAR'(4),'$VAR'(2)),g('$VAR'(10),'$VAR'(4)),i('$VAR'(4),'$VAR'(8)),h('$VAR'(3),'$VAR'(6),'$VAR'(1)),h('$VAR'(9),'$VAR'(8),'$VAR'(9)),i('$VAR'(2),'$VAR'(3))]; [i('$VAR'(14),'$VAR'(13)),f('$VAR'(13)),f('$VAR'(11)),h('$VAR'(11),'$VAR'(13),'$VAR'(12)),i('$VAR'(15),'$VAR'(15))];11;5;1680;16;
 [g('$VAR'(7),'$VAR'(1)),f('$VAR'(8))]; [f(S),f('$VAR'(17)),f('$VAR'(14)),h(R,'$VAR'(15),R),h('$VAR'(16),'$VAR'(15),'$VAR'(13)),h('$VAR'(12),'$VAR'(12),'$VAR'(14)),h(S,'$VAR'(17),'$VAR'(13)),i('$VAR'(12),'$VAR'(12)),g('$VAR'(16),'$VAR'(15)),f(R),h('$VAR'(15),'$VAR'(13),'$VAR'(15)),g('$VAR'(12),'$VAR'(11)),i('$VAR'(17),'$VAR'(12)),i('$VAR'(11),'$VAR'(14)),g('$VAR'(14),'$VAR'(11)),g('$VAR'(16),'$VAR'(15))];2;16;336;16;
 [f('$VAR'(4)),i('$VAR'(2),'$VAR'(6))]; [f('$VAR'(12)),i(R,S),h('$VAR'(17),'$VAR'(16),'$VAR'(17)),i('$VAR'(17),'$VAR'(11)),f('$VAR'(15)),i('$VAR'(11),S),h('$VAR'(11),'$VAR'(13),'$VAR'(12)),h('$VAR'(14),'$VAR'(15),'$VAR'(11)),f('$VAR'(13)),h('$VAR'(16),'$VAR'(14),'$VAR'(13)),i('$VAR'(17),'$VAR'(12)),f('$VAR'(15))];2;12;210;16;
 [h('$VAR'(8),'$VAR'(6),'$VAR'(5)),h('$VAR'(6),'$VAR'(8),'$VAR'(1)),i('$VAR'(5),'$VAR'(10)),f('$VAR'(1)),f('$VAR'(6)),f('$VAR'(3)),g('$VAR'(9),'$VAR'(5)),g('$VAR'(4),'$VAR'(6)),i('$VAR'(3),'$VAR'(1)),h('$VAR'(2),'$VAR'(10),'$VAR'(10)),h('$VAR'(7),'$VAR'(8),'$VAR'(2)),g('$VAR'(6),'$VAR'(10)),h('$VAR'(9),'$VAR'(2),'$VAR'(5)),f('$VAR'(6)),h('$VAR'(7),'$VAR'(8),'$VAR'(10)),f('$VAR'(3)),i('$VAR'(1),'$VAR'(10)),i('$VAR'(4),'$VAR'(8))]; [h('$VAR'(15),'$VAR'(14),'$VAR'(12)),i('$VAR'(16),'$VAR'(16)),i('$VAR'(17),'$VAR'(17)),g('$VAR'(11),'$VAR'(13))];18;4;15120;15;
 [g('$VAR'(7),'$VAR'(8)),g('$VAR'(5),'$VAR'(9)),i('$VAR'(10),'$VAR'(6)),h('$VAR'(2),'$VAR'(7),'$VAR'(3)),h('$VAR'(3),'$VAR'(8),'$VAR'(2)),i('$VAR'(4),'$VAR'(4)),f('$VAR'(4)),f('$VAR'(4)),g('$VAR'(9),'$VAR'(1)),f('$VAR'(1)),g('$VAR'(4),'$VAR'(8)),h('$VAR'(6),'$VAR'(5),'$VAR'(7)),f('$VAR'(10)),g('$VAR'(3),'$VAR'(4)),g('$VAR'(2),'$VAR'(2)),f('$VAR'(2)),i('$VAR'(8),'$VAR'(5)),g('$VAR'(2),'$VAR'(10))]; [h('$VAR'(11),'$VAR'(13),'$VAR'(12)),h('$VAR'(14),'$VAR'(12),'$VAR'(14)),f('$VAR'(14))];18;3;3024;15;
 [f('$VAR'(4)),h('$VAR'(9),'$VAR'(10),'$VAR'(3))]; [i('$VAR'(14),'$VAR'(14)),g('$VAR'(12),'$VAR'(11)),g('$VAR'(12),R),g('$VAR'(14),S),g('$VAR'(17),'$VAR'(16)),i('$VAR'(11),'$VAR'(15)),i(S,S),f(R),h('$VAR'(15),'$VAR'(13),'$VAR'(12)),f('$VAR'(15)),f('$VAR'(14)),h('$VAR'(14),'$VAR'(13),S),h(S,'$VAR'(11),'$VAR'(12)),g('$VAR'(12),S),f('$VAR'(16)),f('$VAR'(12)),i('$VAR'(17),T),g('$VAR'(14),S)];2;18;1680;15;
 [f('$VAR'(7)),f('$VAR'(1)),g('$VAR'(8),'$VAR'(10)),g('$VAR'(3),'$VAR'(8)),i('$VAR'(7),'$VAR'(10)),g('$VAR'(6),'$VAR'(8)),h('$VAR'(4),'$VAR'(8),'$VAR'(6)),i('$VAR'(8),'$VAR'(5)),f('$VAR'(8)),f('$VAR'(9)),i('$VAR'(6),'$VAR'(6)),f('$VAR'(8)),h('$VAR'(4),'$VAR'(6),'$VAR'(7))]; [f('$VAR'(13)),g('$VAR'(11),'$VAR'(12))];13;2;210;15;
 [f('$VAR'(6)),g('$VAR'(7),'$VAR'(10))]; [f('$VAR'(13)),h('$VAR'(11),'$VAR'(17),R),f(S),f('$VAR'(17)),g('$VAR'(15),'$VAR'(14)),i('$VAR'(13),'$VAR'(16)),g('$VAR'(12),'$VAR'(17)),i('$VAR'(11),'$VAR'(16)),f('$VAR'(15)),g('$VAR'(14),'$VAR'(15)),h(S,S,'$VAR'(11)),i('$VAR'(14),'$VAR'(16)),f(R)];2;13;210;15;
 [f('$VAR'(6)),g('$VAR'(4),'$VAR'(4)),h('$VAR'(5),'$VAR'(3),'$VAR'(3)),f('$VAR'(6)),f('$VAR'(6)),g('$VAR'(4),'$VAR'(1)),f('$VAR'(3)),g('$VAR'(7),'$VAR'(8)),f('$VAR'(7)),f('$VAR'(9)),i('$VAR'(7),'$VAR'(7)),f('$VAR'(2))]; [f('$VAR'(14)),h('$VAR'(11),R,'$VAR'(17)),i('$VAR'(12),'$VAR'(14)),i('$VAR'(13),'$VAR'(13)),g(R,'$VAR'(16)),i('$VAR'(14),'$VAR'(15)),i(R,'$VAR'(12)),i(S,'$VAR'(14))];12;8;1680;14;
 [i('$VAR'(8),'$VAR'(1)),f('$VAR'(8)),h('$VAR'(1),'$VAR'(3),'$VAR'(5))]; [i(R,S),g(R,'$VAR'(15)),f(S),f('$VAR'(14)),f('$VAR'(11)),f('$VAR'(16)),g('$VAR'(16),'$VAR'(11)),h('$VAR'(13),'$VAR'(13),R),i('$VAR'(15),R),h('$VAR'(12),'$VAR'(12),R),i('$VAR'(16),'$VAR'(16)),f('$VAR'(12)),f('$VAR'(17)),f(S)];3;14;56;14;
 [g('$VAR'(6),'$VAR'(6)),f('$VAR'(2)),h('$VAR'(9),'$VAR'(5),'$VAR'(6)),f('$VAR'(6)),g('$VAR'(8),'$VAR'(2)),h('$VAR'(9),'$VAR'(5),'$VAR'(3)),f('$VAR'(5)),i('$VAR'(10),'$VAR'(7)),f('$VAR'(1)),g('$VAR'(10),'$VAR'(1)),h('$VAR'(2),'$VAR'(1),'$VAR'(4)),f('$VAR'(2)),i('$VAR'(4),'$VAR'(6)),f('$VAR'(6))]; [g('$VAR'(14),'$VAR'(15)),g('$VAR'(12),'$VAR'(14)),h('$VAR'(17),'$VAR'(12),'$VAR'(16)),i('$VAR'(16),'$VAR'(16)),i('$VAR'(15),'$VAR'(17)),i('$VAR'(13),'$VAR'(11))];14;6;604800;12;
 [g('$VAR'(1),'$VAR'(3)),i('$VAR'(5),'$VAR'(7)),f('$VAR'(9)),h('$VAR'(4),'$VAR'(6),'$VAR'(2)),g('$VAR'(9),'$VAR'(6)),g('$VAR'(6),'$VAR'(4)),i('$VAR'(10),'$VAR'(2)),i('$VAR'(1),'$VAR'(7)),h('$VAR'(3),'$VAR'(8),'$VAR'(8))]; [h('$VAR'(17),T,T),g('$VAR'(11),'$VAR'(17)),h('$VAR'(15),'$VAR'(12),'$VAR'(16)),h('$VAR'(12),S,'$VAR'(15)),h('$VAR'(13),'$VAR'(11),'$VAR'(14)),f(R),h('$VAR'(15),'$VAR'(11),T)];9;7;604800;12;
 [i('$VAR'(1),'$VAR'(4)),h('$VAR'(5),'$VAR'(6),'$VAR'(8)),g('$VAR'(5),'$VAR'(8)),g('$VAR'(5),'$VAR'(3)),i('$VAR'(8),'$VAR'(8)),h('$VAR'(4),'$VAR'(9),'$VAR'(10)),f('$VAR'(7))]; [h('$VAR'(13),T,S),f(R),f('$VAR'(11)),g('$VAR'(15),'$VAR'(15)),g('$VAR'(14),'$VAR'(16)),f('$VAR'(14)),g('$VAR'(17),T),i('$VAR'(11),T),g('$VAR'(12),'$VAR'(12))];7;9;362880;12;
 [h('$VAR'(5),'$VAR'(4),'$VAR'(2)),h('$VAR'(10),'$VAR'(7),'$VAR'(5)),i('$VAR'(2),'$VAR'(9)),h('$VAR'(6),'$VAR'(8),'$VAR'(9)),h('$VAR'(9),'$VAR'(2),'$VAR'(9)),h('$VAR'(8),'$VAR'(2),'$VAR'(2)),h('$VAR'(2),'$VAR'(2),'$VAR'(4)),g('$VAR'(4),'$VAR'(3)),i('$VAR'(5),'$VAR'(6)),g('$VAR'(5),'$VAR'(10))]; [f('$VAR'(14)),h('$VAR'(12),'$VAR'(13),R),i('$VAR'(15),'$VAR'(11)),h('$VAR'(13),'$VAR'(15),'$VAR'(16)),f('$VAR'(17))];10;5;20160;12;
 [g('$VAR'(8),'$VAR'(1)),g('$VAR'(10),'$VAR'(7)),i('$VAR'(1),'$VAR'(6)),g('$VAR'(10),'$VAR'(6)),i('$VAR'(10),'$VAR'(3)),f('$VAR'(10))]; [i('$VAR'(16),'$VAR'(15)),h('$VAR'(16),R,'$VAR'(13)),i('$VAR'(13),'$VAR'(16)),g('$VAR'(11),R),h('$VAR'(13),'$VAR'(13),'$VAR'(17)),g('$VAR'(14),S),g('$VAR'(12),'$VAR'(16)),f('$VAR'(16))];6;8;20160;12;
 [h('$VAR'(1),'$VAR'(1),'$VAR'(7)),h('$VAR'(9),'$VAR'(10),'$VAR'(7)),g('$VAR'(3),'$VAR'(4)),i('$VAR'(5),'$VAR'(5)),f('$VAR'(1)),i('$VAR'(1),'$VAR'(1))]; [f('$VAR'(14)),i('$VAR'(12),'$VAR'(17)),h('$VAR'(14),'$VAR'(12),S),h(R,'$VAR'(15),'$VAR'(13)),h('$VAR'(12),'$VAR'(11),'$VAR'(13)),i('$VAR'(17),R),h('$VAR'(14),'$VAR'(13),'$VAR'(17)),i('$VAR'(13),'$VAR'(16)),f('$VAR'(11)),g('$VAR'(14),'$VAR'(11)),f('$VAR'(13))];6;11;20160;12;
 [h('$VAR'(7),'$VAR'(1),'$VAR'(7)),h('$VAR'(1),'$VAR'(9),'$VAR'(9)),g('$VAR'(4),'$VAR'(5)),h('$VAR'(9),'$VAR'(8),'$VAR'(10)),g('$VAR'(8),'$VAR'(2)),f('$VAR'(10))]; [g('$VAR'(14),'$VAR'(11)),f('$VAR'(13)),i('$VAR'(16),'$VAR'(14)),i('$VAR'(11),'$VAR'(17)),h('$VAR'(12),R,'$VAR'(15)),h(S,'$VAR'(12),'$VAR'(11)),i('$VAR'(11),R),f(S),h(R,S,'$VAR'(17))];6;9;20160;12;
 [i('$VAR'(2),'$VAR'(3)),h('$VAR'(5),'$VAR'(6),'$VAR'(1)),g('$VAR'(7),'$VAR'(9)),h('$VAR'(8),'$VAR'(8),'$VAR'(9)),g('$VAR'(9),'$VAR'(1)),i('$VAR'(2),'$VAR'(9)),i('$VAR'(4),'$VAR'(5)),i('$VAR'(3),'$VAR'(8)),i('$VAR'(5),'$VAR'(10)),i('$VAR'(9),'$VAR'(2)),g('$VAR'(9),'$VAR'(6)),g('$VAR'(2),'$VAR'(3)),g('$VAR'(1),'$VAR'(7)),h('$VAR'(6),'$VAR'(1),'$VAR'(8)),g('$VAR'(3),'$VAR'(8))]; [h('$VAR'(15),'$VAR'(12),'$VAR'(11)),i('$VAR'(13),'$VAR'(14))];15;2;15120;12;
 [f('$VAR'(1)),g('$VAR'(1),'$VAR'(8)),h('$VAR'(3),'$VAR'(8),'$VAR'(4)),f('$VAR'(4)),i('$VAR'(5),'$VAR'(4)),i('$VAR'(7),'$VAR'(9)),f('$VAR'(2)),h('$VAR'(8),'$VAR'(1),'$VAR'(10)),i('$VAR'(9),'$VAR'(7)),g('$VAR'(8),'$VAR'(1)),h('$VAR'(5),'$VAR'(9),'$VAR'(3)),g('$VAR'(1),'$VAR'(9)),i('$VAR'(6),'$VAR'(6)),g('$VAR'(9),'$VAR'(6)),i('$VAR'(1),'$VAR'(10)),i('$VAR'(5),'$VAR'(5)),h('$VAR'(2),'$VAR'(6),'$VAR'(2)),f('$VAR'(1))]; [i('$VAR'(11),'$VAR'(14)),h('$VAR'(12),'$VAR'(15),'$VAR'(13)),h('$VAR'(14),'$VAR'(15),'$VAR'(15))];18;3;6720;12;
 [f('$VAR'(4)),i('$VAR'(6),'$VAR'(5)),i('$VAR'(4),'$VAR'(1)),i('$VAR'(1),'$VAR'(6)),h('$VAR'(3),'$VAR'(7),'$VAR'(6))]; [g(S,'$VAR'(15)),g('$VAR'(14),'$VAR'(15)),h('$VAR'(11),'$VAR'(16),'$VAR'(11)),i(S,R),f('$VAR'(14)),i('$VAR'(17),'$VAR'(17)),f(R),h(S,'$VAR'(15),'$VAR'(16)),h('$VAR'(12),'$VAR'(13),'$VAR'(16)),g('$VAR'(16),'$VAR'(13))];5;10;5040;12;
 [g('$VAR'(5),'$VAR'(7)),i('$VAR'(9),'$VAR'(8)),f('$VAR'(10)),g('$VAR'(10),'$VAR'(1)),h('$VAR'(4),'$VAR'(8),'$VAR'(2)),h('$VAR'(6),'$VAR'(5),'$VAR'(8)),i('$VAR'(6),'$VAR'(6)),h('$VAR'(6),'$VAR'(4),'$VAR'(10)),g('$VAR'(3),'$VAR'(1))]; [i('$VAR'(17),'$VAR'(12)),f('$VAR'(14)),f('$VAR'(14)),h('$VAR'(15),'$VAR'(16),'$VAR'(11)),i('$VAR'(13),'$VAR'(17))];9;5;5040;12;
 [g('$VAR'(9),'$VAR'(7)),f('$VAR'(8)),g('$VAR'(8),'$VAR'(4)),i('$VAR'(7),'$VAR'(8)),i('$VAR'(8),'$VAR'(2)),f('$VAR'(8)),f('$VAR'(4)),h('$VAR'(4),'$VAR'(5),'$VAR'(6)),i('$VAR'(5),'$VAR'(6)),h('$VAR'(2),'$VAR'(8),'$VAR'(4))]; [i('$VAR'(12),'$VAR'(15)),h('$VAR'(16),'$VAR'(12),'$VAR'(11)),g('$VAR'(15),'$VAR'(14)),h('$VAR'(13),R,'$VAR'(12)),h('$VAR'(13),'$VAR'(17),'$VAR'(17))];10;5;5040;12;
 [g('$VAR'(8),'$VAR'(1)),h('$VAR'(2),'$VAR'(6),'$VAR'(10)),g('$VAR'(3),'$VAR'(8)),g('$VAR'(1),'$VAR'(4)),g('$VAR'(3),'$VAR'(10)),h('$VAR'(8),'$VAR'(9),'$VAR'(9))]; [i('$VAR'(17),'$VAR'(13)),f('$VAR'(11)),h(R,'$VAR'(15),'$VAR'(14)),i('$VAR'(14),'$VAR'(17)),i('$VAR'(14),'$VAR'(15)),i('$VAR'(15),'$VAR'(14)),f(R),f('$VAR'(15)),h('$VAR'(16),R,'$VAR'(14)),f('$VAR'(17)),h(S,'$VAR'(15),'$VAR'(11)),g(R,'$VAR'(14)),i('$VAR'(17),'$VAR'(17)),i(R,'$VAR'(12)),i('$VAR'(16),'$VAR'(16)),i('$VAR'(11),'$VAR'(13))];6;16;5040;12;
 [f('$VAR'(8)),h('$VAR'(3),'$VAR'(8),'$VAR'(2)),i('$VAR'(5),'$VAR'(3)),i('$VAR'(7),'$VAR'(1)),g('$VAR'(2),'$VAR'(2))]; [g('$VAR'(11),'$VAR'(16)),i('$VAR'(11),'$VAR'(16)),h('$VAR'(13),'$VAR'(13),'$VAR'(12)),i('$VAR'(12),'$VAR'(13)),h('$VAR'(15),'$VAR'(14),'$VAR'(17)),f('$VAR'(16)),i('$VAR'(13),'$VAR'(11)),f('$VAR'(11))];5;8;5040;12;
